country,room_type,traveler_type,nr_nights,year,month,score,full_review,emotion,emotion_score,year_month
France,Double Room,Couple,1,2022,8,5.0,Passable Pleasant staff Can't find my reservation and wanted to do it again paid,sadness,0.5289289355278015,2022-08
Spain,Twin Room,Family,3,2022,8,5.0,"Passable No highlights mentioned. Very just breakfast.
It may be old, but the smell of moisture and closed was very uncomfortable.
There was no elevator to climb several floors.",disgust,0.8262556791305542,2022-08
Spain,Double Room,Couple,5,2022,7,5.0,I think I would look for other options in the future. But you can't ask for more for a 2 star hotel Breakfast was the best part. They make homemade cake which is very pleasant. The attention at reception is good. For the rest it is a 2 -star hotel that meets its place. The pillows were horrible.,disgust,0.5520159602165222,2022-07
France,Double Room,Couple,2,2022,7,5.0,Passable The location of a free street parking space Too noisy at night.,fear,0.7935391664505005,2022-07
Slovenia,Double Room,Family,3,2022,7,5.0,"Passable Location on the edge of the city near the metro and staff Cleanliness of dining rooms, bathrooms and disorder of dining room, damaged door for room",disgust,0.506397008895874,2022-07
Spain,Double Room,Family,1,2022,7,5.0,"Passable No highlights mentioned. The small room, for 3 people, bad views, we will not repeat",disgust,0.37383463978767395,2022-07
Spain,Twin Room,Group,1,2022,7,7.0,"Good Exterior light. Bed comfort. Good cleaning Entrance to the narrow bath. Long shower curtain.
Absence of elevator. Television somewhat outdated and with a bad connection. Wi -Fi malfunction in the room",sadness,0.5364664196968079,2022-07
Spain,Double Room,Family,1,2022,7,7.0,"GOOD Little for the time it was, but well passable No issues mentioned.",neutral,0.9523899555206299,2022-07
Spain,Double Room,Solo traveller,1,2022,7,7.0,advisable precio broken mirror,sadness,0.6712332963943481,2022-07
Portugal,Twin Room,Couple,4,2022,6,7.0,Good Sympathy of employees. The cleaning was very small.,neutral,0.3495912551879883,2022-06
Italy,Double Room,Family,3,2022,6,7.0,"Good Comfortable position, 5 minutes from the meter that takes you to the center, friendly reception Breakfast at present but not inviting, quite poor, too uncomfortable beds, we slept badly",sadness,0.6782965064048767,2022-06
Spain,Double Room,Couple,1,2022,6,5.0,"Normal The personnel who have been super pleasant with us. Which is central and comfortable to get to Porto. Rich and quite varied breakfast The cleaning, there were hairs and papers of other people. The old facilities and says that it has parking when it is not. Breakfast like low at 10 is anything left, they don't replenish but I was very rich.",neutral,0.48003923892974854,2022-06
Italy,Twin Room,Solo traveller,2,2022,6,6.0,"Pleasant Bright room, discreet breakfast The hotel certainly needs a general renewed",joy,0.9721998572349548,2022-06
Czech Republic,Double Room,Couple,4,2022,6,7.0,Good Breakfast Bed and doors,neutral,0.50712651014328,2022-06
Portugal,Double Room,Couple,1,2022,6,6.0,"pleasant Location, employees, small but pleasant breakfast bed; Hear if a lot of noise from the other rooms",joy,0.9220362305641174,2022-06
Portugal,Double Room,Solo traveller,4,2022,5,5.0,Passable location Something old -fashioned environment,neutral,0.8454388976097107,2022-05
France,Double Room,Couple,3,2022,5,7.0,"Good Practical hotel with good value for money.
Located 5 minutes from the Metro D terminus, you will need 15 min to reach Porto Center.
The rooms are correct, however provide earplugs for the most sensitive. A small downside on breakfast and freshness of the products (ham, cheese and butter not refrigerated)",neutral,0.8581653833389282,2022-05
France,Twin Room,Family,3,2022,5,7.0,"Good For the sufficient service price. I have been going there regularly. The rooms are dated. A paint stroke would be good. No elevator. Not very successful soundproofing.
Lack of proximity and customer contact from staff.",sadness,0.48269930481910706,2022-05
France,Double Room,Couple,13,2022,5,5.0,Justified low price. The possibility of parking your car is appreciable. The noise from day and night is very disturbing…. Set all night.,neutral,0.3904300332069397,2022-05
Germany,Single Room,Solo traveller,7,2022,5,7.0,"Good 2 star hotel Good location in 15 minutes you can reach the center with the metro. However, if you just want to go out the door in the evening to stumble into the turmoil is not right. 
Breakfast always sufficient but somewhat monotonous. 
A good hotel for the price performance ratio. Unfortunately no WiFi",sadness,0.5100274085998535,2022-05
France,Double Room,Couple,3,2022,5,7.0,"Good Hotel very well located, close to the metro. Possibility to park in the street safely. Our car stayed 3 days without moving, perfect.
Comfortable bedding. Cleanliness in common areas and in the bedroom is a bit limited.
2 calm nights and a very noisy night.
Breakfast. 2 times, we arrived an hour after the opening and certain foods lacked. The last morning, naked arrived at the opening at 7:30 a.m. and it took 8 a.m. for the buffet to be garnished.",joy,0.5098039507865906,2022-05
Spain,Double Room,Family,2,2022,5,5.0,Passable Hotel to spend one or two nights No issues mentioned.,neutral,0.9500927925109863,2022-05
Italy,Double Room,Couple,7,2022,5,6.0,"A little spartan but still those who do not scruple to aesthetics is an option that is worth Excellent cleaning
Commendable service
Super breakfast Cartavelina walls, too close to a central hospital in Porto (Matosinhos) then ambulances all day.",neutral,0.7278803586959839,2022-05
Portugal,Twin Room,Family,2,2022,4,7.0,Good Very clean. Good breakfast with variety of choice. No issues mentioned.,joy,0.5008974671363831,2022-04
Spain,Double Room,Couple,3,2022,4,5.0,I would not repeat complies with what was offered We hired breakfast that was available until 11…. We went down at 10: 15h and we had to eat the leftovers of others because it did not put anything more food or roasted bread ...,neutral,0.8679969310760498,2022-04
Spain,Double Room,Couple,1,2022,4,5.0,"You can't sleep Nothing It's a pension, not a hotel",sadness,0.5237466096878052,2022-04
Spain,Double Room,Couple,5,2022,4,7.0,"Good Fast food very close and that the rooms had a balcony the pleasant staff and that the subway was winged, quiet street. The doors in general made a lot of noise",joy,0.9456754922866821,2022-04
Spain,Double Room,Family,4,2022,4,7.0,"Good The buffet breakfast is quite good, if they incorporated a machine to toast the bread would be appreciated. The facilities are old but clean, they cleaned every day and changed our towels. The staff is very attentive. The break was not entirely satisfactory because of hard mattresses and almost non -existent pillows, the window is double glass but cars are heard when rolling on the cobblestone of the street, I fear that it is an endemic evil in all Porto, since its streets are like that, it is what has the charm of the old.",neutral,0.3336811363697052,2022-04
Portugal,Single Room,Solo traveller,1,2022,4,6.0,Pleasant Good location. Sympathetic reception employee. Ease of access to accommodation without limitations/ constraints in the schedules. Lack of sound isolation of the room led to the whole night the noise compromise the rest.,joy,0.7162323594093323,2022-04
Portugal,Twin Room,Family,2,2022,4,5.0,"Passable No highlights mentioned. The mattresses are very uncomfortable, seem to be very old and have a hole.",disgust,0.6135486960411072,2022-04
Portugal,Double Room,Couple,3,2022,4,7.0,"Good Location. 
Quality ratio price. No issues mentioned.",neutral,0.7437923550605774,2022-04
Spain,Twin Room,Family,1,2022,4,6.0,Pleasant Precio Cleaning and antiquity,sadness,0.8931381702423096,2022-04
Spain,Double Room,Couple,2,2022,4,6.0,"Good for a couple of days Buffet breakfast very good, very friendly staff, noise was heard from the room, good communication with the Sao Joao Hospital, which goes to the center of Porto in just 7 stops (15 minutes) Valid but old facilities",joy,0.8299667239189148,2022-04
Spain,Double Room,Couple,2,2022,4,6.0,"Pleasant Very good location, 5 min walking direct transport to the center of Porto. Ideal to park if you go by car No issues mentioned.",joy,0.8900203108787537,2022-04
Portugal,Double Room,Solo traveller,2,2022,4,6.0,"Pleasant well located and have the basic things of the bedroom door, the protective plastic cover of the mattress, the number of electric outlets. It's not a bad choice but the paid price made me expect better.",joy,0.6380976438522339,2022-04
Portugal,Double Room,Couple,1,2022,4,6.0,"Pleasant No highlights mentioned. Having reached the small lunch and not having a ham or cheese, because it was over and 1h30 of breakfast. In addition to finishing coffee and milk and having to be going to ask to replace the employees present, because they do not replace, if they do not ask just looking at people, behind the counter. The chocolate powder to put in milk also had to scrape the pot. 
In addition, cleaning the room toilet was desired, because we noticed that it had wrappers used by previous guests of champu and bath gel spread in the toilet. The toilet mirror was also full of water brands drain and white spots, visibly for lack of cleaning.",disgust,0.5190334320068359,2022-04
Portugal,Single Room,Solo traveller,1,2022,4,5.0,Passable No highlights mentioned. at the sound level it is not very comfortable because there is a noise of the road,neutral,0.6895450353622437,2022-04
Portugal,Single Room,Solo traveller,1,2022,3,5.0,"Passable Price with breakfast included Bathroom, shower hose expelling water everywhere, the bed hit the wall to the minimum movement that I did to sleep and the heating was not enough.",neutral,0.3416217863559723,2022-03
