country,room_type,traveler_type,nr_nights,year,month,score,title_review_en,pos_review_en,neg_review_en
germany,comfort king room,couple,3,2024,7,8.0,good for a short trip to porto.,breakfast with a lot of fresh fruit and vegetables. yummy. wonderful view from the roof terrace to the city. was used for an abscuor every evening,no review
switzerland,comfort king room,couple,4,2024,7,9.0,gladly again and again.,"very well located, high quality and modern hotel with excellent rootop restaurant. the rooms are spacious, functional and the bed of good quality. a very rich breakfast buffet and a helpful and very customer -oriented staff round off your stay. we were allowed to extend the checkout unproblematic and without additional costs by an hour!",nothing to notice.
germany,comfort double room,group,6,2024,7,8.0,very good,"the location is good, within 20 minutes you are at the douro. the staff is competent and friendly, especially in the restaurant.","there is a coffee machine in the room. unfortunately, no capsules were added during our 6 -day stay."
spain,comfort family room,family,3,2024,7,9.0,very central and comfortable hotel,"quite close to the tourist center, you arrive walking in a few minutes, family room with two rooms, parking right next to the hotel.",no review
colombia,comfort family room,family,1,2024,7,9.0,very good stay,excellent location and facilities,no review
italy,comfort king double room with romantic package,couple,3,2024,7,10.0,an unforgettable stay,"beautiful hotel, the view from the terrace is spectacular!  the wonderful room on the 16th very large floor, clean, silent, with all comforts, very comfortable bed and a fantastic view! super breakfast for all tastes! the very kind, professional staff very attentive to customer needs! the hotel does not have the parking lot but there is a car beside where you can park. i'll be back !!!",nothing
united arab emirates,comfort king room,couple,1,2024,6,9.0,superb,great location and very good breakfast.,no review
germany,comfort double room,group,1,2024,7,8.0,close to the center and noble reception area,the bar with the view on the 17th floor. restaurant over it with a terrace.,old facility in the room.
italy,comfort suite,family,2,2024,6,10.0,exceptional,position and welcome of the staff.,restaurant lower than expectations.
france,comfort double room,group,4,2024,6,8.0,good,good,boring street side  glazers who spend early in the morning
switzerland,comfort twin room,family,3,2024,7,8.0,very good,"the location of the hotel is great! very friendly staff. breakfast is very rich and fine. nice equipment, very inviting. very comfortable beds. like to come back",it smells a bit stale in the room. probably this would be a little better if after suction were ventilated ...  but otherwise everything is top ...
italy,comfort double room,couple,1,2024,6,10.0,last evening in porto after a fantastic tour of portugal. the structure is excellent and the central location. the person,"the central location, the quality of the service, the extremely professional staff, the standard.",no review
france,comfort double room,group,4,2024,7,8.0,very good,"home, comfort, bar",sound insulation
portugal,comfort king room,couple,2,2024,6,10.0,aprate and confidiable,"excellent breakfast. very good to have the restaurant, comfortable, friendly and pleasant, and the menu that always gives us good meals",arrange for the parking lot
italy,comfort single room,group,2,2024,6,10.0,exceptional,very nice hotel,the location was quite away from the center where the river is
france,comfort twin room,group,3,2024,6,10.0,exceptional,professionalism cleanliness,no review
netherlands,comfort single room,solo traveller,3,2024,6,9.0,superb,"fantastic restaurant, with a view over the entire city",no review
france,comfort double room,group,1,2024,6,8.0,very good,no review,the location is very practical only the restaurant terrace is accessible damage  very helpful and professional staff
portugal,plus comfort suite,couple,1,2024,6,9.0,superb,"near the bolhao market and traditional trade. comfortable suite and with good view. climatization of the room. we opted for dinner on the panoramic, which we found very good.",nothing in particular.
hungary,comfort twin room,couple,3,2024,6,8.0,"in the right place, excellent room.","the view, the equipment of the room.","the morning could have been more diverse, the tables were too small."
germany,comfort king room,couple,5,2024,6,9.0,"perfect for a city trip in porto, comfortable room, roof top bar with a great view of the city","the location, dielage, the location and friendly staff and service",no review
brazil,comfort single room,solo traveller,1,2024,6,9.0,perfect for those who are driving.,wonderful breakfast. all very clean and pleasant. i just found the location a little bad.,location
austria,comfort single room,solo traveller,10,2024,6,9.0,i would book it again,i have a very good feeling .. the room was very clean .. there was a kettle .. and free tea .. the breakfast was very diverse and was filled up regularly .. there was even homemade cakes .. fresh fruit .. really everything you can imagine .. that staff was friendly .. i would book it again :),nothing
brazil,comfort family room,family,3,2024,6,10.0,exceptional,"excellent service, great facilities too !!",no review
portugal,comfort double room,solo traveller,1,2024,6,8.0,very good,sympathy,sympathy
germany,comfort double room,solo traveller,1,2024,6,8.0,i would book again,nice room equipment and good location.,it is relatively loud.
germany,comfort double room,family,3,2024,6,8.0,big city hotel,the roof terrace with bar and the beautiful view over porto. breakfast buffet very diverse.,"small special requests, such as a beautifully laid breakfast table for the wedding day, were not fulfilled. reserved staff"
austria,comfort king room,family,3,2024,6,9.0,superb,"- spacious room and bathroom - windows that even could be opened entirely - breakfast buffet sufficient, even with natas :) - reach the subway with a short footpath - bar/restaurant on the 17th floor","- beds very hard, but that is known to be a matter of taste"
italy,comfort family room plus,family,3,2024,6,10.0,exceptional,excellent location. abundant breakfast,no review
brazil,comfort suite,family,2,2024,6,10.0,exceptional,"bedroom, bed",nothing! all great.
czech republic,comfort double room,group,3,2024,6,8.0,hotel in a great location,"great location, near the center and great market, spacious rooms, clean, next to the hotel bus stop and near metro. ,. excellent and rich breakfast.","a little harder mattress on the bed, while the window open a great noise from the outside,"
