country,room_type,traveler_type,nr_nights,date,year,month,score,title_review_en,pos_review_en,neg_review_en
Portugal,Double Room,Family,4,July 2024,2024,July,1.0,Bad,"I had no opportunity to stay on the premises, because the establishment was in electrical problems.","Of the lack of support of employees, for the logistics of hotel change. Since Hotel Partinari did not meet conditions to accommodate anyone, we had to deal with everything, contacts, reserve and transportation, after 23h, with children, etc. Very unpleasant!"
Brazil,Double Room,Solo traveller,4,July 2024,2024,July,9.0,I recommend.,"The service of the employees is excellent. All very helpful. The location is also great, close to the Sao Joao subway, which gives access to the whole city, including the train, the airport, the bus station, the stadium and the sights.",Breakfast could be better as it has few options. It is basically bread and industrialized.
Brazil,Double Room,Solo traveller,1,July 2024,2024,July,9.0,It was worth it. I recommend.,"The service of the employees is excellent. All very helpful. The location is also great, close to the Sao Joao subway, which gives access to the whole city, including the train, the airport, the bus station, the stadium and the sights.","Coffee could have more options, I found it very basic. It was basically bread, cakes and industrialized."
Spain,Double Room,Couple,1,July 2024,2024,July,1.0,Horrible experience,That find a place in front,"The facilities, the views from the room, the matt"
Portugal,Twin Room,Couple,2,July 2024,2024,July,1.0,Unruly,Near the area you intended,"Air conditioning on the roof made the same noise as a jet plane..to the day..the electricity is several times ... one of the poorly polite employees, when confronted with problems treats the guests for you..num tone unnumbered ... (maybe you don't like the work) ... you have no elevator and have 2 floors ... and I need to carry the bags ... If you are an elderly person, very degrad"
Romania,Double Room,Couple,6,July 2024,2024,July,8.0,Acceptable,"I needed a hotel near ISCAP, very kind staff and cleaning in the room.","The ventilation device of the hotel makes a lot of noise. The air conditioning did not work very well. Large jokes from cars that go too fast on the street. The rooms do not have mini refrigerator in the room.  The price a bit high, but I needed a hotel near ISCAP."
Spain,Double Room,Couple,1,July 2024,2024,July,10.0,Exceptional,They let me in before cheeking,No review
Portugal,Double Room,Family,1,June 2024,2024,June,4.0,Disappointing,"Very friendly employees (especially check-in and cleaning), pleasant breakfast and suitable for price. Comfortable bed and room size suitable and corresponding to the promised. Product availability and diversity (shampoo, shower gel, soap, toilet paper, ..).","Room unjustly (heard the noise of machines or some engines to work a lot) and no command for the air conditioning on the board, which made it always connected in the 19 deg C. Bathroom ceiling dirty (needing painting)."
Portugal,Twin Room,Couple,1,June 2024,2024,June,10.0,Exceptional,"Well located, near the metro.  Good breakfast",Nothing to point out.  Lift
Spain,Double Room,Solo traveller,1,June 2024,2024,June,2.0,The worst hotel in Porto,Breakfast is the only good thing you have,"Horrible room 101, noise, the shower came out water everywhere. The awkward bed, horror movie television, the internet doesn't work well, there were rats and cockroaches on the balcony. Awful"
Brazil,Twin Room,Family,2,June 2024,2024,June,8.0,Very good,Great location,Not have minibar and few power outlets
Portugal,Double Room,Family,1,June 2024,2024,June,2.0,Very poor,Sympathy of the work ...,Quality Price leaves a lot to be desired for 79 EUR per night there is much cheaper hotels with many better conditions. Not to mention the exhaust that passes in room 207 and makes an unbearable noise to sleep.
Luxembourg,Single Room,Solo traveller,3,June 2024,2024,June,10.0,Exceptional,Super friendly and attentive employees  All very friendly and you very clean.,No review
Spain,Double Room,Couple,1,June 2024,2024,June,10.0,Advisable,The bed is super comfortable.,I think they have to change the toaster because it does not heat well and I could not enjoy the good buffet they have.
Spain,Double Room,Couple,2,June 2024,2024,June,4.0,If you can go to another,The only way comfortable was the bed,The entire hotel was from the 70s
France,Single Room,Group,10,June 2024,2024,June,2.0,I will never stay in Portinari again,Staff Amabilite,The value for money
France,Single Room,Couple,1,June 2024,2024,June,8.0,Perfect if you need to sleep!,Very good value for money Listening and responsive staff,Lack of space in the bathroom
Portugal,Double Room,Couple,1,June 2024,2024,June,1.0,Go and not come back ...,No review,"Very degraded hotel, very dirty, a lot of noise not only of the street but also inside the hotel itself. The air conditioning is limited and managed by the reception staff and if you want to turn on or off they go to the room to do so. (Meaningless) The bedroom window was broken and the shutter would not even run so that it could be close in its entirety. To spend a night in a hurry it serves, for more than that doesn't even think.  Breakfast, based on bought, quality things, no beautiful cakes or quality coffee. For two stars, no matter how much it is, it deserved much more care. Breakfast photos as well as the facilities do not say the state of the hotel."
Brazil,Double Room,Couple,1,May 2024,2024,May,9.0,excellent,Kindness of attendants,nothing
Portugal,Double Room,Family,1,June 2024,2024,June,1.0,Experience not to repeat,Service of employees,Cleaning and convenience of the room  Super uncomfortable bed with the feeling that one will leave in a thousand bits. Uncomfortable mattress.
Germany,Single Room,Solo traveller,1,June 2024,2024,June,2.0,One of the worst hotels I've ever visited.,The house was at the specified place. Breakfast was okay.,"Very down. Dirty. Small rooms, ..."
Spain,Double Room,Couple,2,June 2024,2024,June,4.0,Dissure and uncomfortable,Situation near Metro and Bus in Center Ciutat,"Old, left, obsolete facilities, and due, without a lift, a small reform would not be bad.  The photos are engaged in what you find. They need to improve to follow"
Brazil,Single Room,Solo traveller,1,June 2024,2024,June,10.0,Welcoming environment and great location.,The kindness and agility of employees is excellent !!,No review
Portugal,Double Room,Family,2,May 2024,2024,May,4.0,Disappointing,"Service, and breakfast","Room walls with mold, the photos showing the facilities are quite different, old building bad care"
France,Double Room,Couple,3,May 2024,2024,May,3.0,Reasonable,"The four are good but need a remodeling in terms of painting, change of locks and change of taps from bathrooms",The mattress is hard
Germany,Twin Room,Group,3,May 2024,2024,May,3.0,Poor,"The staff was very friendly and helpful, there is nothing to complain about here! Since we had to go to the airport early before breakfast, the employee went very much to take care of ourselves.","Pretty rough mold in the bathroom. Hair distributed from the predecessor in the bathroom. In general, the bathroom was not very inviting and rather an imposition"
Spain,Double Room,Couple,2,May 2024,2024,May,4.0,Disappointing,The staff was friendly.,Old and dirty rooms.
Portugal,Double Room,Couple,1,May 2024,2024,May,1.0,Bad,Nothing,Worst accommodation I've had to this day. Very small double bed is uncomfortable. Very hot and the air conditioner does not work.  We do not have access to air control. Sleep with the window open to soften the heat but a lot of noise. Very small bathroom.
Spain,Double Room,Couple,1,May 2024,2024,May,1.0,I didn't like anything,I did not like it because they show some things in photos and then it is another when you get to accommodation,It was not as seen in Booking
Spain,Double Room,Family,1,May 2024,2024,May,10.0,Exceptional,I loved it,No review
Portugal,Twin Room,Solo traveller,1,May 2024,2024,May,1.0,Bad,Service,"Uncomfortable bed, the bathroom door did not close, there was no elevator, the ventilation was always on and made too much noise, making it difficult to sleep. The air conditioner was always on and could not turn off, leaving the room extremely hot. There was no hair dryer, the bathtub was not isolated, the floor of the bathroom was all wet, etc., a bad experience"
Portugal,Double Room,Family,1,May 2024,2024,May,2.0,I didn't like it.,No review,"The hotel had no water when we arrived at the scene and the situation extended at night and the morning of the next day or to wash their teeth and the direction did not get any alternative, nor negotiated returning the value, or half as I suggested. I asked the complaint book and an employee still encouraged the complaint. I found a lot of lack of character, had a payment of a service they did not provide. All of the other rooms are heard. It is away from the center. This is lost customers. I do not recommend."
